Variable.Name,sample_vardesc,sample_tablename,epcf,n,category,subcategory
CVDS1TIM,Amount of time spent in Stage 1 (minutes),Cardiovascular Fitness,p,3,fitness,
CVDS2DI,Stage 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,p,3,fitness,
CVDS2G,Stage 2 grade (% incline),Cardiovascular Fitness,p,3,fitness,
CVDS2HR,Stage 2 heart rate (per minute),Cardiovascular Fitness,p,3,fitness,
CVDS2S,Stage 2 speed (miles per hour),Cardiovascular Fitness,p,3,fitness,
CVDS2SY,Stage 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,p,3,fitness,
CVDS2TIM,Amount of time spent in Stage 2 (minutes),Cardiovascular Fitness,p,3,fitness,
CVDVOMAX,Predicted maximal oxygen uptake (ml/kg/min),Cardiovascular Fitness,p,3,fitness,
CVDWDI,Warm-up diastolic blood pressure (mm Hg),Cardiovascular Fitness,p,3,fitness,
CVDWHR,Warm-up heart rate (per minute),Cardiovascular Fitness,p,3,fitness,
CVDWSY,Warm-up systolic blood pressure (mm Hg),Cardiovascular Fitness,p,3,fitness,
CVDWTIM,Amount of time spent in warm-up (minutes),Cardiovascular Fitness,p,3,fitness,
CVQ220a,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during f,Cardiovascular Fitness,p,3,fitness,
CVQ220b,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during s,Cardiovascular Fitness,p,3,fitness,
CVQ220c,Reason for Priority 2 Stop: Exercise blood pressure exceeds 260 mmHg systol,Cardiovascular Fitness,p,3,fitness,
CVQ220e,Reason for Priority 2 Stop: Significant drop (> 20 mm Hg) in systolic blood,Cardiovascular Fitness,p,3,fitness,
CVQ220g,"Reason for Priority 2 Stop: Sudden, noticeable variability in heart rate (s",Cardiovascular Fitness,p,3,fitness,
CVQ220h,Reason for Priority 2 Stop: Participant requests to stop test or reports se,Cardiovascular Fitness,p,3,fitness,
CVQ220i,Reason for Priority 2 Stop: Equipment failure,Cardiovascular Fitness,p,3,fitness,
CVQ220j,Reason for Priority 2 Stop: Participant is unable to stop gripping hand rai,Cardiovascular Fitness,p,3,fitness,
CVQ220k,Reason for Priority 2 Stop: Participant reports a rating of perceived exert,Cardiovascular Fitness,p,3,fitness,
CVQ220l,Reason for Priority 2 Stop: Technician discretion (technician notices signs,Cardiovascular Fitness,p,3,fitness,
CVQ220m,Reason for Priority 2 Stop: Other specified reasons,Cardiovascular Fitness,p,3,fitness,
CVXPARC,Physical activity readiness (PAR) code,Cardiovascular Fitness,p,3,fitness,
CVXS1RPE,Stage 1 rating of perceived exertion (RPE),Cardiovascular Fitness,p,3,fitness,
CVXS2RPE,Stage 2 rating of perceived exertion (RPE),Cardiovascular Fitness,p,3,fitness,
CVXWRPE,Warm-up rating of perceived exertion (RPE),Cardiovascular Fitness,p,3,fitness,
DBD100,How often {do you/does SP} add ordinary salt to {your/his/her/SP's} food at,"Dietary Interview - Total Nutrient Intakes, First Day",e,9,nutrients,dietary interview
DBQ095,What type of salt {do you/does SP} usually add to {your/his/her/SP's} food ,Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DBQ095Z,What type of salt {do you/does SP} usually add to {your/his/her/SP's} food ,"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1_300,"Was the amount of food that {you/NAME} ate yesterday much more than usual, ","Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1_320,"Total plain water drank yesterday - including plain tap water, water from a","Dietary Interview - Total Nutrient Intakes, First Day",e,1,nutrients,dietary interview
DR1_320Z,"Total plain water drank yesterday - including plain tap water, water from a","Dietary Interview - Total Nutrient Intakes, First Day",e,7,nutrients,dietary interview
DR1_330,Total tap water drank yesterday - including filtered tap water and water fr,"Dietary Interview - Total Nutrient Intakes, First Day",e,1,nutrients,dietary interview
DR1_330Z,Total tap water drank yesterday - including filtered tap water and water fr,"Dietary Interview - Total Nutrient Intakes, First Day",e,7,nutrients,dietary interview
DR1BWATR,Total bottled water drank yesterday. (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,1,nutrients,dietary interview
DR1BWATZ,Total bottled water drank yesterday (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,7,nutrients,dietary interview
DR1CWATR,Plain carbonated water drank yesterday - including unsweetened carbonated w,"Dietary Interview - Total Nutrient Intakes, First Day",e,1,nutrients,dietary interview
DR1DAY,Intake day of the week,"Dietary Interview - Total Nutrient Intakes, First Day",e,14,nutrients,dietary interview
DR1DBIH,Number of days between intake day and the day of family questionnaire admin,"Dietary Interview - Total Nutrient Intakes, First Day",e,11,nutrients,dietary interview
DR1DRSTZ,Dietary recall status,"Dietary Interview - Total Nutrient Intakes, First Day",e,14,nutrients,dietary interview
DR1EXMER,Interviewer ID code,"Dietary Interview - Total Nutrient Intakes, First Day",e,14,nutrients,dietary interview
DR1HELP,Who helped in responding for this interview,"Dietary Interview - Total Nutrient Intakes, First Day",e,4,nutrients,dietary interview
DR1HELPD,Who helped in responding for this interview,"Dietary Interview - Total Nutrient Intakes, First Day",e,10,nutrients,dietary interview
DR1LANG,The SP/Proxy spoke mostly:,"Dietary Interview - Total Nutrient Intakes, First Day",e,14,nutrients,dietary interview
DR1MNRSP,Who was the main respondent for this interview?,"Dietary Interview - Total Nutrient Intakes, First Day",e,10,nutrients,dietary interview
DR1MRESP,Who was the main respondent for this interview?,"Dietary Interview - Total Nutrient Intakes, First Day",e,4,nutrients,dietary interview
DR1SKY,"What type of salt was it? (Was it ordinary or seasoned salt, lite salt, or ","Dietary Interview - Total Nutrient Intakes, First Day",e,3,nutrients,dietary interview
DR1STY,Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Sa,"Dietary Interview - Total Nutrient Intakes, First Day",e,3,nutrients,dietary interview
DR1TACAR,Alpha-carotene (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TALCO,Alcohol (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TATOA,Added alpha-tocopherol (Vitamin E) (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TCALC,Calcium (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TCHL,Total choline (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,7,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TCOPP,Copper (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TFA,Folic acid (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TFF,Food folate (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TFOLA,Total Folate (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TIRON,Iron (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TKCAL,Energy (kcal),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TLYCO,Lycopene (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TLZ,Lutein + zeaxanthin (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TM161,MFA 16:1 (Hexadecenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TM181,MFA 18:1 (Octadecenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TM201,MFA 20:1 (Eicosenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TM221,MFA 22:1 (Docosenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TMAGN,Magnesium (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TMFAT,Total monounsaturated fatty acids (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TMOIS,Moisture (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TNIAC,Niacin (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TNUMF,Total number of foods reported in the individual foods file,"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP182,PFA 18:2 (Octadecadienoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP183,PFA 18:3 (Octadecatrienoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP184,PFA 18:4 (Octadecatetraenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP204,PFA 20:4 (Eicosatetraenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP205,PFA 20:5 (Eicosapentaenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP225,PFA 22:5 (Docosapentaenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TP226,PFA 22:6 (Docosahexaenoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TPFAT,Total polyunsaturated fatty acids (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TPHOS,Phosphorus (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TPOTA,Potassium (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TPROT,Protein (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TRET,Retinol (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS040,SFA 4:0 (Butanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS060,SFA 6:0 (Hexanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS080,SFA 8:0 (Octanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS100,SFA 10:0 (Decanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS120,SFA 12:0 (Dodecanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS140,SFA 14:0 (Tetradecanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS160,SFA 16:0 (Hexadecanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TS180,SFA 18:0 (Octadecanoic) (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TSELE,Selenium (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TSFAT,Total saturated fatty acids (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TSODI,Sodium (mg) (adjusted for salt use in food preparation),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TSUGR,Total sugars (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TTFAT,Total fat (gm),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TTHEO,Theobromine (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVARA,Vitamin A as retinol activity equivalents (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVB1,Thiamin (Vitamin B1) (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVB12,Vitamin B12 (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVB2,Riboflavin (Vitamin B2) (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVB6,Vitamin B6 (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVC,Vitamin C (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TVD,Vitamin D (D2 + D3) (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,6,nutrients,dietary interview
DR1TVK,Vitamin K (mcg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR1TWS,Tap Water Source,"Dietary Interview - Total Nutrient Intakes, First Day",e,7,nutrients,dietary interview
DR1TWSZ,"When you drink tap water, what is the main source of the tap water?","Dietary Interview - Total Nutrient Intakes, First Day",e,1,nutrients,dietary interview
DR1TZINC,Zinc (mg),"Dietary Interview - Total Nutrient Intakes, First Day",e,8,nutrients,dietary interview
DR2_300,"Was the amount of food that {you/NAME} ate yesterday much more than usual, ","Dietary Interview - Total Nutrient Intakes, Second Day",e,8,nutrients,dietary interview
DR2_320,"Total plain water drank yesterday - including plain tap water, water from a","Dietary Interview - Total Nutrient Intakes, Second Day",e,1,nutrients,dietary interview
DR2_320Z,"Total plain water drank yesterday - including plain tap water, water from a","Dietary Interview - Total Nutrient Intakes, Second Day",e,7,nutrients,dietary interview
DR2_330,Total tap water drank yesterday - including filtered tap water and water fr,"Dietary Interview - Total Nutrient Intakes, Second Day",e,1,nutrients,dietary interview
DR2_330Z,Total tap water drank yesterday - including filtered tap water and water fr,"Dietary Interview - Total Nutrient Intakes, Second Day",e,7,nutrients,dietary interview
DR2BWATR,Total bottled water drank yesterday. (gm),"Dietary Interview - Total Nutrient Intakes, Second Day",e,1,nutrients,dietary interview
DR2BWATZ,Total bottled water drank yesterday. (gm),"Dietary Interview - Total Nutrient Intakes, Second Day",e,7,nutrients,dietary interview
DR2CWATR,Plain carbonated water drank yesterday - including unsweetened carbonated w,"Dietary Interview - Total Nutrient Intakes, Second Day",e,1,nutrients,dietary interview
DR2DAY,Intake day of the week,"Dietary Interview - Total Nutrient Intakes, Second Day",e,14,nutrients,dietary interview
DR2DBIH,Number of days between intake day and the day of family questionnaire admin,"Dietary Interview - Total Nutrient Intakes, Second Day",e,11,nutrients,dietary interview
DR2DRSTZ,Dietary recall status,"Dietary Interview - Total Nutrient Intakes, Second Day",e,14,nutrients,dietary interview
DR2EXMER,Interviewer ID code,"Dietary Interview - Total Nutrient Intakes, Second Day",e,14,nutrients,dietary interview
DR2HELP,Who helped in responding for this interview,"Dietary Interview - Total Nutrient Intakes, Second Day",e,4,nutrients,dietary interview
DR2HELPD,Who helped in responding for this interview,"Dietary Interview - Total Nutrient Intakes, Second Day",e,10,nutrients,dietary interview
DR2LANG,The SP/Proxy spoke mostly:,"Dietary Interview - Total Nutrient Intakes, Second Day",e,14,nutrients,dietary interview
DR2MNRSP,Who was the main respondent for this interview?,"Dietary Interview - Total Nutrient Intakes, Second Day",e,10,nutrients,dietary interview
DR2MRESP,Who was the main respondent for this interview?,"Dietary Interview - Total Nutrient Intakes, Second Day",e,4,nutrients,dietary interview
DR2SKY,"What type of salt was it? (Was it ordinary or seasoned salt, lite salt, or ","Dietary Interview - Total Nutrient Intakes, Second Day",e,3,nutrients,dietary interview
