Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,series,epcf,varname,category,subcategory
SEQN,Respondent sequence number.,DEMO_B,Demographic Variables & Sample Weights,2001,2002,Demographics,None,B,c,SEQN,NA,NA
WTINT2YR,Interviewed Sample Persons.,DEMO_B,Demographic Variables & Sample Weights,2001,2002,Demographics,None,B,c,WTINT2YR,NA,NA
WTINT4YR,Interviewed Sample Persons. Used for 1999-2002 data collection years only.,DEMO_B,Demographic Variables & Sample Weights,2001,2002,Demographics,None,B,c,WTINT4YR,NA,NA
WTMEC2YR,Both Interviewed and MEC Examined Sample Persons.,DEMO_B,Demographic Variables & Sample Weights,2001,2002,Demographics,None,B,c,WTMEC2YR,NA,NA
WTMEC4YR,Both Interviewed and MEC Examined Sample Persons. Used for 1999-2002 data c,DEMO_B,Demographic Variables & Sample Weights,2001,2002,Demographics,None,B,c,WTMEC4YR,NA,NA
AIALANG,Language of the MEC ACASI Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,AIALANG,NA,NA
DMDBORN,In what country {were you/was SP} born?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDBORN,NA,NA
DMDCITZN,{Are you/Is SP} a citizen of the United States? [Information about citizens,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDCITZN,NA,NA
DMDEDUC,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDEDUC,NA,NA
DMDEDUC2,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDEDUC2,NA,NA
DMDEDUC3,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDEDUC3,NA,NA
DMDHHSIZ,Total number of people in the Household,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHHSIZ,NA,NA
DMDHRAGE,Age in years of the household reference person at the time of HH screening.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHRAGE,NA,NA
DMDHRBRN,In what country {were you/was NON-SP Head} born?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHRBRN,NA,NA
DMDHREDU,What is the highest grade or level of school {you have/NON_SP HEAD has} rec,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHREDU,NA,NA
DMDHRGND,Gender of the household reference person,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHRGND,NA,NA
DMDHRMAR,Marital Status of household reference person,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHRMAR,NA,NA
DMDHSEDU,What is the highest grade or level of school {you have/NON-SP SPOUSE has co,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDHSEDU,NA,NA
DMDMARTL,Marital Status,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDMARTL,NA,NA
DMDSCHOL,{Are you/Is SP} now . . .,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDSCHOL,NA,NA
DMDYRSUS,Length of time SP has been in the US.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMDYRSUS,NA,NA
DMQMILIT,Did {you/SP} ever serve in the Armed Forces of the United States?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,DMQMILIT,NA,NA
FIAINTRP,Was an interpreter used to conduct the Family interview?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,FIAINTRP,NA,NA
FIALANG,Language of the Family Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,FIALANG,NA,NA
FIAPROXY,Was a Proxy respondent used in conducting the Family Interview?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,FIAPROXY,NA,NA
INDFMINC,Total family income (reported as a range value in dollars),DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,INDFMINC,NA,NA
INDFMPIR,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,INDFMPIR,NA,NA
INDHHINC,Total household income (reported as a range value in dollars),DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,INDHHINC,NA,NA
MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,MIAINTRP,NA,NA
MIALANG,Language of the CAPI MEC Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,MIALANG,NA,NA
MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,MIAPROXY,NA,NA
RIAGENDR,Gender of the sample person,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIAGENDR,pollutant,brominated
RIDAGEEX,Best age in months at date of examination for individuals under 85 years of,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDAGEEX,NA,NA
RIDAGEMN,Best age in months at date of screening for individuals under 85 years of a,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDAGEMN,NA,NA
RIDAGEYR,Best age in years of the sample person at time of HH screening.  Individual,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDAGEYR,NA,NA
RIDEXMON,Six month time period when the examination was performed - two categories:,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDEXMON,NA,NA
RIDEXPRG,Pregnancy status at the time of MEC exam.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDEXPRG,NA,NA
RIDRETH1,Recode of reported race and ethnicity information.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDRETH1,NA,NA
RIDRETH2,Linked NH3 Race and Ethnicity Recode.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDRETH2,NA,NA
RIDSTATR,Interview and Examination Status of the Sample Person.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,RIDSTATR,NA,NA
SDDSRVYR,Data Release Number.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SDDSRVYR,NA,NA
SDMVPSU,Masked Variance Unit Pseudo-PSU variable for variance estimation,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SDMVPSU,NA,NA
SDMVSTRA,Masked Variance Unit Pseudo-Stratum variable for variance estimation,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SDMVSTRA,NA,NA
SEQN,Respondent sequence number.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SEQN,NA,NA
SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SIAINTRP,NA,NA
SIALANG,Language of the Sample Person Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SIALANG,NA,NA
SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,SIAPROXY,NA,NA
WTINT2YR,Interviewed Sample Persons.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,WTINT2YR,NA,NA
WTMEC2YR,Both Interviewed and MEC Examined Sample Persons.,DEMO_C,Demographic Variables & Sample Weights,2003,2004,Demographics,None,C,c,WTMEC2YR,NA,NA
AIALANG,Language of the MEC ACASI Interview Instrument,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,AIALANG,NA,NA
DMDBORN,In what country {were you/was SP} born?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDBORN,NA,NA
DMDCITZN,{Are you/Is SP} a citizen of the United States? [Information about citizens,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDCITZN,NA,NA
DMDEDUC2,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDEDUC2,NA,NA
DMDEDUC3,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDEDUC3,NA,NA
DMDFMSIZ,Total number of people in the Family,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDFMSIZ,NA,NA
DMDHHSIZ,Total number of people in the Household,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHHSIZ,NA,NA
DMDHRAGE,Age in years of the household reference person at the time of HH screening.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHRAGE,NA,NA
DMDHRBRN,In what country {were you/was NON-SP Head} born?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHRBRN,NA,NA
DMDHREDU,What is the highest grade or level of school {you have/NON_SP HEAD has} rec,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHREDU,NA,NA
DMDHRGND,Gender of the household reference person,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHRGND,NA,NA
DMDHRMAR,Marital Status of household reference person,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHRMAR,NA,NA
DMDHSEDU,What is the highest grade or level of school {you have/NON-SP SPOUSE has co,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDHSEDU,NA,NA
DMDMARTL,Marital Status,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDMARTL,NA,NA
DMDSCHOL,{Are you/Is SP} now . . .,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDSCHOL,NA,NA
DMDYRSUS,Length of time SP has been in the US.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMDYRSUS,NA,NA
DMQMILIT,Did {you/SP} ever serve in the Armed Forces of the United States?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,DMQMILIT,NA,NA
FIAINTRP,Was an interpreter used to conduct the Family interview?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,FIAINTRP,NA,NA
FIALANG,Language of the Family Interview Instrument,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,FIALANG,NA,NA
FIAPROXY,Was a Proxy respondent used in conducting the Family Interview?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,FIAPROXY,NA,NA
INDFMINC,Total family income (reported as a range value in dollars),DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,INDFMINC,NA,NA
INDFMPIR,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,INDFMPIR,NA,NA
INDHHINC,Total household income (reported as a range value in dollars),DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,INDHHINC,NA,NA
MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,MIAINTRP,NA,NA
MIALANG,Language of the CAPI MEC Interview Instrument,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,MIALANG,NA,NA
MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,MIAPROXY,NA,NA
RIAGENDR,Gender of the sample person,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIAGENDR,pollutant,brominated
RIDAGEEX,Best age in months at date of examination for individuals under 85 years of,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDAGEEX,NA,NA
RIDAGEMN,Best age in months at date of screening for individuals under 85 years of a,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDAGEMN,NA,NA
RIDAGEYR,Best age in years of the sample person at time of HH screening.  Individual,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDAGEYR,NA,NA
RIDEXMON,Six month time period when the examination was performed - two categories:,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDEXMON,NA,NA
RIDEXPRG,Pregnancy status at the time of MEC exam.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDEXPRG,NA,NA
RIDRETH1,Recode of reported race and ethnicity information.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDRETH1,NA,NA
RIDSTATR,Interview and Examination Status of the Sample Person.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,RIDSTATR,NA,NA
SDDSRVYR,Data Release Number.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SDDSRVYR,NA,NA
SDMVPSU,Masked Variance Unit Pseudo-PSU variable for variance estimation,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SDMVPSU,NA,NA
SDMVSTRA,Masked Variance Unit Pseudo-Stratum variable for variance estimation,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SDMVSTRA,NA,NA
SEQN,Respondent sequence number.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SEQN,NA,NA
SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SIAINTRP,NA,NA
SIALANG,Language of the Sample Person Interview Instrument,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SIALANG,NA,NA
SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,SIAPROXY,NA,NA
WTINT2YR,Interviewed Sample Persons.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,WTINT2YR,NA,NA
WTMEC2YR,Both Interviewed and MEC Examined Sample Persons.,DEMO_D,Demographic Variables & Sample Weights,2005,2006,Demographics,None,D,c,WTMEC2YR,NA,NA
AIALANG,Language of the MEC ACASI Interview Instrument,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,AIALANG,NA,NA
DMDBORN2,In what country {were you/was SP} born?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDBORN2,NA,NA
DMDCITZN,{Are you/Is SP} a citizen of the United States? [Information about citizens,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDCITZN,NA,NA
DMDEDUC2,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDEDUC2,NA,NA
DMDEDUC3,(SP Interview Version) What is the highest grade or level of school {you ha,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDEDUC3,NA,NA
DMDFMSIZ,Total number of people in the Family,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDFMSIZ,NA,NA
DMDHHSIZ,Total number of people in the Household,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHHSIZ,NA,NA
DMDHRAGE,Age in years of the household reference person at the time of HH screening.,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHRAGE,NA,NA
DMDHRBR2,In what country {were you/was NON-SP Head} born?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHRBR2,NA,NA
DMDHREDU,What is the highest grade or level of school {you have/NON_SP HEAD has} rec,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHREDU,NA,NA
DMDHRGND,Gender of the household reference person,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHRGND,NA,NA
DMDHRMAR,Marital Status of household reference person,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHRMAR,NA,NA
DMDHSEDU,What is the highest grade or level of school {you have/NON-SP SPOUSE has co,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDHSEDU,NA,NA
DMDMARTL,Marital Status,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDMARTL,NA,NA
DMDSCHOL,{Are you/Is SP} now . . .,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDSCHOL,NA,NA
DMDYRSUS,Length of time SP has been in the US.,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMDYRSUS,NA,NA
DMQMILIT,Did {you/SP} ever serve in the Armed Forces of the United States?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,DMQMILIT,NA,NA
FIAINTRP,Was an interpreter used to conduct the Family interview?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,FIAINTRP,NA,NA
FIALANG,Language of the Family Interview Instrument,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,FIALANG,NA,NA
FIAPROXY,Was a Proxy respondent used in conducting the Family Interview?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,FIAPROXY,NA,NA
INDFMIN2,Total family income (reported as a range value in dollars),DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,INDFMIN2,NA,NA
INDFMPIR,A ratio of family income to poverty threshold,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,INDFMPIR,NA,NA
INDHHIN2,Total household income (reported as a range value in dollars),DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,INDHHIN2,NA,NA
MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,MIAINTRP,NA,NA
MIALANG,Language of the CAPI MEC Interview Instrument,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,MIALANG,NA,NA
MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,MIAPROXY,NA,NA
RIAGENDR,Gender of the sample person,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,RIAGENDR,pollutant,brominated
RIDAGEEX,Best age in months at date of examination for individuals under 80 years of,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,RIDAGEEX,NA,NA
RIDAGEMN,Best age in months at date of screening for individuals under 80 years of a,DEMO_E,Demographic Variables & Sample Weights,2007,2008,Demographics,None,E,c,RIDAGEMN,NA,NA
