Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,n,select
ARXCCIN,"CHEST CIRCUMFERENCE MEASUREMENT, INSPIRATION (CENTIMETERS)",ARX_F,Arthritis Body Measures,1,
ARXO2WD,OCCIPUT-TO-WALL DISTANCE IN CENTIMETERS,ARX_F,Arthritis Body Measures,1,
ARXXDIST,DISTANCE BETWEEN CHEST CIRCUMFERENCE MEASUREMENT LANDMARKS (CENTIMETERS),ARX_F,Arthritis Body Measures,1,
LBDB12SI,Vitamin B12 (pmol/L),B12_D,Vitamin B12,6,1
LBXB12,Vitamin B12 ( pg/mL),B12_D,Vitamin B12,5,1
LBDSALSI,Albumin (g/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSBUSI,Blood urea nitrogen (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSCASI,Total calcium (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSCHSI,Cholesterol (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSCRSI,Creatinine (umol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSGBSI,Globulin (g/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSGLSI,"Glucose, serum (mmol/L)",BIOPRO_D,Standard Biochemistry Profile,10,
LBDSIRSI,"Iron, refigerated (umol/L)",BIOPRO_D,Standard Biochemistry Profile,10,
LBDSPHSI,Phosphorus (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSTBSI,"Bilirubin, total (umol/L)",BIOPRO_D,Standard Biochemistry Profile,10,
LBDSTPSI,Total protein (g/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSTRSI,Triglycerides (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBDSUASI,Uric acid (umol/L),BIOPRO_D,Standard Biochemistry Profile,10,
LBXSAL,Albumin (g/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSASSI,Aspartate aminotransferase AST (U/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSATSI,Alanine aminotransferase ALT (U/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSBU,Blood urea nitrogen (mg/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSC3SI,Bicarbonate (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSCA,Total calcium (mg/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSCH,Cholesterol (mg/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSCLSI,Chloride (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSGB,Globulin (g/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSGL,"Glucose, serum (mg/dL)",BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSGTSI,Gamma glutamyl transferase (U/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSIR,"Iron, refigerated (ug/dL)",BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSKSI,Potassium (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSNASI,Sodium (mmol/L),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSOSSI,Osmolality (mmol/Kg),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSTP,Total protein (g/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSTR,Triglycerides (mg/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSUA,Uric acid (mg/dL),BIOPRO_D,Standard Biochemistry Profile,10,1
LBXSAPSI,Alkaline phosphotase (U/L),BIOPRO_D,Standard Biochemistry Profile,9,1
LBXSCR,Creatinine (mg/dL),BIOPRO_D,Standard Biochemistry Profile,9,1
LBXSLDSI,Lactate dehydrogenase LDH (U/L),BIOPRO_D,Standard Biochemistry Profile,9,1
LBXSPH,Phosphorus (mg/dL),BIOPRO_D,Standard Biochemistry Profile,9,1
LBXSTB,Total bilirubin (mg/dL),BIOPRO_D,Standard Biochemistry Profile,9,1
LBXSCK,Creatine Phosphokinase(CPK) (IU/L),BIOPRO_G,Standard Biochemistry Profile,4,1
LBDSATLC,Alanine Aminotransferase (ALT) Comment Code,BIOPRO_J,Standard Biochemistry Profile,1,
LBDSGTLC,Gamma Glutamyl Transferase (GGT) Comment Code,BIOPRO_J,Standard Biochemistry Profile,1,
LBDSTBLC,Total Bilirubin Comment Code,BIOPRO_J,Standard Biochemistry Profile,1,
BMIARMC,Arm Circumference Comment,BMX,Body Measures,10,
BMIARML,Upper Arm Length Comment,BMX,Body Measures,10,
BMIHEAD,Head Circumference Comment,BMX,Body Measures,10,
BMIHT,Standing Height Comment,BMX,Body Measures,10,
BMILEG,Upper Leg Length Comment,BMX,Body Measures,10,
BMIRECUM,Recumbent Length Comment,BMX,Body Measures,10,
BMIWAIST,Waist Circumference Comment,BMX,Body Measures,10,
BMIWT,Weight Comment,BMX,Body Measures,10,
BMXARMC,Arm Circumference (cm),BMX,Body Measures,10,1
BMXARML,Upper Arm Length (cm),BMX,Body Measures,10,1
BMXBMI,Body Mass Index (kg/m**2),BMX,Body Measures,10,1
BMXHEAD,Head Circumference (cm),BMX,Body Measures,10,1
BMXHT,Standing Height (cm),BMX,Body Measures,10,1
BMXLEG,Upper Leg Length (cm),BMX,Body Measures,10,1
BMXRECUM,Recumbent Length (cm),BMX,Body Measures,10,1
BMXWAIST,Waist Circumference (cm),BMX,Body Measures,10,1
BMXWT,Weight (kg),BMX,Body Measures,10,1
BMISUB,Subscapular Skinfold Comment,BMX,Body Measures,6,
BMITRI,Triceps Skinfold Comment,BMX,Body Measures,6,
BMXSUB,Subscapular Skinfold (mm),BMX,Body Measures,6,1
BMXTRI,Triceps Skinfold (mm),BMX,Body Measures,6,1
BMICALF,Maximal Calf Comment,BMX,Body Measures,4,
BMITHICR,Thigh Circumference Comment,BMX,Body Measures,4,
BMXCALF,Maximal Calf Circumference (cm),BMX,Body Measures,4,1
BMXTHICR,Thigh Circumference (cm),BMX,Body Measures,4,1
BMAAMP,Amputations?,BMX,Body Measures,1,
BMAEXCMT,Comment code for an exam,BMX,Body Measures,1,
BMAEXLEN,Exam length in seconds,BMX,Body Measures,1,
BMAEXSTS,Status of a MEC exam,BMX,Body Measures,1,
BMALLEXT,Amputations: Lower Left Extremity?,BMX,Body Measures,1,
BMALLKNE,Amputations: Lower Left.   Above or Below Knee?,BMX,Body Measures,1,
BMALOREX,Amputations: Lower Right Extremity?,BMX,Body Measures,1,
BMALORKN,Amputations: Lower Right.   Above or Below Knee?,BMX,Body Measures,1,
BMAULEXT,Amputations: Upper Left Extremity?,BMX,Body Measures,1,
BMAUPLEL,Amputations: Upper Left.   Above or Below Elbow?,BMX,Body Measures,1,
BMAUPREL,Amputations: Upper Right.   Above or Below Elbow?,BMX,Body Measures,1,
BMAUREXT,Amputations: Upper Right Extremity?,BMX,Body Measures,1,
BMDSTATS,Body Measures Component status Code,BMX_C,Body Measures,8,
BMDARMLF,Unusual value noted during data review of BMXARML,BMX_C,Body Measures,1,
BMDCALFF,Unusual value noted during data review of BMXCALF,BMX_C,Body Measures,1,
BMDLEGF,Unusual value noted during data review of BMXLEG,BMX_C,Body Measures,1,
BMDRECUF,The difference between BMXRECUM and BMXHT for children 24-47 months is > 2.,BMX_C,Body Measures,1,
BMDSUBF,Unusual value noted during data review of BMXSUB,BMX_C,Body Measures,1,
BMDTHICF,Unusual value noted during data review of BMXTHICM,BMX_C,Body Measures,1,
BMDAVSAD,,BMX_G,Body Measures,3,
BMDBMIC,BMI Category - Children/Adolescents,BMX_G,Body Measures,3,
BMDSADCM,Sagittal Abdominal Diameter Comment,BMX_G,Body Measures,3,1
BMXSAD1,Sagittal Abdominal Diameter 1st (cm),BMX_G,Body Measures,3,1
BMXSAD2,Sagittal Abdominal Diameter 2nd (cm),BMX_G,Body Measures,3,1
BMXSAD3,Sagittal Abdominal Diameter 3rd (cm),BMX_G,Body Measures,3,1
BMXSAD4,Sagittal Abdominal Diameter 4th (cm),BMX_G,Body Measures,3,1
BMIHIP,Hip Circumference Comment,BMX_J,Body Measures,1,
BMXHIP,Hip Circumference (cm),BMX_J,Body Measures,1,1
BPQ020,{Have you/Has SP} ever been told by a doctor or other health professional t,BPQ,Blood Pressure & Cholesterol,10,
BPQ030,{Were you/Was SP} told on 2 or more different visits that {you/s/he} had hy,BPQ,Blood Pressure & Cholesterol,10,
BPQ040A,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/",BPQ,Blood Pressure & Cholesterol,10,
BPQ050A,HELP AVAILABLE (Are you/Is SP) now taking prescribed medicine,BPQ,Blood Pressure & Cholesterol,10,
BPQ060,{Have you/Has SP} ever had {your/his/her} blood cholesterol checked?,BPQ,Blood Pressure & Cholesterol,10,
BPQ070,About how long has it been since {you/SP} last had {your/his/her} blood cho,BPQ,Blood Pressure & Cholesterol,10,
BPQ080,{Have you/Has SP} ever been told by a doctor or other health professional t,BPQ,Blood Pressure & Cholesterol,10,
BPQ090D,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been t",BPQ,Blood Pressure & Cholesterol,10,
BPQ100D,(Are you/Is SP) now following this advice to take prescribed medicine?,BPQ,Blood Pressure & Cholesterol,10,
BPQ090A,"To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been to",BPQ,Blood Pressure & Cholesterol,6,
BPQ090B,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been t",BPQ,Blood Pressure & Cholesterol,6,
BPQ090C,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been t",BPQ,Blood Pressure & Cholesterol,6,
BPQ100A,(Are you/Is SP) now following this advice to eat fewer high fat or high cho,BPQ,Blood Pressure & Cholesterol,6,
BPQ100B,(Are you/Is SP) now following this advice to control (your/his/her) weight ,BPQ,Blood Pressure & Cholesterol,6,
BPQ100C,(Are you/Is SP) now following this advice to increase (your/his/her) physic,BPQ,Blood Pressure & Cholesterol,6,
BPQ010,About how long has it been since {you/SP} last had {your/his/her} blood pre,BPQ,Blood Pressure & Cholesterol,3,
BPQ040B,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/",BPQ,Blood Pressure & Cholesterol,3,
BPQ040C,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/",BPQ,Blood Pressure & Cholesterol,3,
BPQ040D,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/",BPQ,Blood Pressure & Cholesterol,3,
BPQ040E,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/",BPQ,Blood Pressure & Cholesterol,3,
BPQ040F,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/",BPQ,Blood Pressure & Cholesterol,3,
BPQ043A,What else?,BPQ,Blood Pressure & Cholesterol,3,
BPQ043B,What else?,BPQ,Blood Pressure & Cholesterol,3,
BPQ043C,What else?,BPQ,Blood Pressure & Cholesterol,3,
BPQ043D,What else?,BPQ,Blood Pressure & Cholesterol,3,
BPQ050B,(Are you/Is SP) now controlling (your/his/her) weight or losing weight?,BPQ,Blood Pressure & Cholesterol,3,
BPQ050C,(Are you/Is SP) now cutting down on salt or sodium in (your/his/her) diet?,BPQ,Blood Pressure & Cholesterol,3,
BPQ050D,(Are you/Is SP) now exercising more?,BPQ,Blood Pressure & Cholesterol,3,
BPQ050E,(Are you/Is SP) now cutting down on (your/his/her) alcohol consumption?,BPQ,Blood Pressure & Cholesterol,3,
BPQ110A,Even though a doctor or other health professional has never told {you/SP} t,BPQ,Blood Pressure & Cholesterol,1,
BPQ110B,Even though a doctor or other health professional has never told {you/SP} t,BPQ,Blood Pressure & Cholesterol,1,
BPQ110C,Even though a doctor or other health professional has never told {you/SP} t,BPQ,Blood Pressure & Cholesterol,1,
BPQ120,Even though a doctor or other health professional has never told {you/SP} t,BPQ,Blood Pressure & Cholesterol,1,
BPQ130,Even though a doctor or other health professional has never told {you/SP} t,BPQ,Blood Pressure & Cholesterol,1,
BPQ140,Even though a doctor or other health professional has never told {you/SP} t,BPQ,Blood Pressure & Cholesterol,1,
BPD110A,{Even though {you have/SP has} never had {your/his/her} blood cholesterol c,BPQ_B,Blood Pressure & Cholesterol,2,
BPD110B,{Even though {you have/SP has} never had {your/his/her} blood cholesterol c,BPQ_B,Blood Pressure & Cholesterol,2,
BPD110C,{Even though {you have/SP has} never had {your/his/her} blood cholesterol c,BPQ_B,Blood Pressure & Cholesterol,2,
BPD120,Even though a doctor or other health professional has never told {you/SP} t,BPQ_B,Blood Pressure & Cholesterol,2,
BPD130,Even though a doctor or other health professional has never told {you/SP} t,BPQ_B,Blood Pressure & Cholesterol,2,
BPD140,Even though a doctor or other health professional has never told {you/SP} t,BPQ_B,Blood Pressure & Cholesterol,2,
BPD035,How old {were you/was SP} when {you were/he/she was} first told that {you/h,BPQ_E,Blood Pressure & Cholesterol,6,
BPQ057,{Have you/Has SP} ever been told by a doctor or other health professional t,BPQ_E,Blood Pressure & Cholesterol,3,
BPQ052,{Have you/Has SP} ever been told by a doctor or other health professional t,BPQ_E,Blood Pressure & Cholesterol,1,
BPD058,How often {did you check your/did SP check his/her} blood pressure at home ,BPQ_F,Blood Pressure & Cholesterol,3,
BPQ056,{Did you/Did SP} take {your/his/her} blood pressure at home during the last,BPQ_F,Blood Pressure & Cholesterol,3,
BPQ059,Did a doctor or other health professional tell {you/SP} to take {your/his/h,BPQ_F,Blood Pressure & Cholesterol,3,
BPAARM,Arm selected:,BPX,Blood Pressure,10,
BPACSZ,Cuff size (cm) (width X length),BPX,Blood Pressure,10,
BPAEN1,Enhancement used first reading,BPX,Blood Pressure,10,
BPAEN2,Enhancement used second reading,BPX,Blood Pressure,10,
BPAEN3,Enhancement used third reading,BPX,Blood Pressure,10,
BPAEN4,Enhancement used fourth reading,BPX,Blood Pressure,10,
BPXCHR,60 sec HR (30 sec HR * 2),BPX,Blood Pressure,10,1
BPXDI1,Diastolic:  Blood pressure (first reading) mm Hg,BPX,Blood Pressure,10,1
BPXDI2,Diastolic: Blood pressure (second reading) mm Hg,BPX,Blood Pressure,10,1
BPXDI3,Diastolic: Blood pressure (third reading) mm Hg,BPX,Blood Pressure,10,1
BPXDI4,Diastolic:  Blood pressure (fourth reading if necessary) mm Hg,BPX,Blood Pressure,10,1
BPXML1,MIL: maximum inflation levels (mm Hg),BPX,Blood Pressure,10,
BPXPLS,60 sec. pulse (30 sec. pulse * 2):,BPX,Blood Pressure,10,1
BPXPTY,Pulse type:,BPX,Blood Pressure,10,
BPXPULS,Pulse regular or irregular?,BPX,Blood Pressure,10,
BPXSY1,Systolic:  Blood pressure (first reading) mm Hg,BPX,Blood Pressure,10,1
BPXSY2,Systolic:  Blood pressure (second reading) mm Hg,BPX,Blood Pressure,10,1
BPXSY3,Systolic:  Blood pressure (third reading) mm Hg,BPX,Blood Pressure,10,1
BPXSY4,Systolic:  Blood pressure (fourth reading if necessary) mm Hg,BPX,Blood Pressure,10,1
PEASCCT1,Blood Pressure Comment,BPX,Blood Pressure,10,
PEASCST1,Blood Pressure Status,BPX,Blood Pressure,8,
PEASCTM1,Blood Pressure Time in Seconds,BPX,Blood Pressure,8,
BPQ150A,Have you had any of the following in the past 30 minutes?:  Food,BPX,Blood Pressure,7,
BPQ150B,Have you had any of the following in the past 30 minutes?:  Alcohol,BPX,Blood Pressure,7,
BPQ150C,Have you had any of the following in the past 30 minutes?:  Coffee,BPX,Blood Pressure,7,
BPQ150D,Have you had any of the following in the past 30 minutes?:  Cigarettes,BPX,Blood Pressure,7,
BPXDB,# of dropped beats in 30 seconds,BPX,Blood Pressure,4,1
BPXDAR,Diastolic blood pressure average:,BPX,Blood Pressure,2,1
BPXSAR,Systolic blood pressure average:,BPX,Blood Pressure,2,1
WTSC2YR,Two-year C subsample weights,CAFE_F,Caffeine & Caffeine Metabolites - Urine,30,
URDAMULC,AAMU comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU1LC,MU1 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU2LC,MU2 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU3LC,MU3 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU4LC,MU4 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU5LC,MU5 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU6LC,MU6 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMU7LC,MU7 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX1LC,MX1 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX2LC,MX2 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX3LC,MX3 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX4LC,MX4 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX5LC,MX5 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX6LC,MX6 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URDMX7LC,MX7 caffeine comment code,CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,
URXAMU,5-acetylamino-6-amino-3-methyluracil(umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU1,1-methyluric acid (umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU2,3-methyluric acid (umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU3,7-methyluric acid (umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU4,"1,3-dimethyluric acid (umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU5,"1,7-dimethyluric acid (umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU6,"3,7-dimethyluric acid (umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMU7,"1,3,7-trimethyluric acid (umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX1,1-methylxanthine (umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX2,3-methylxanthine (umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX3,7-methylxanthine (umol/L),CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX4,"1,3-dimethylxanthine(theophylline)umol/L",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX5,"1,7-dimethylxanthine(paraxanthine)(umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX6,"3,7-dimethylxanthine(theobromine)(umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URXMX7,"1,3,7-trimethylxanthine(caffeine)(umol/L)",CAFE_F,Caffeine & Caffeine Metabolites - Urine,3,1
URDAPELC,Acephate comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,
URDETULC,Ethylenethio urea comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,
URDMMILC,Methamidaphos comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,
URDMTOLC,Dimethoate comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,
URDOMOLC,O-methoate comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,
URDPTULC,Propylenethio urea comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,
URXAPE,Acephate (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,1
URXETU,Ethylenethio urea (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,1
URXMMI,Methamidaphos (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,1
URXMTO,Dimethoate (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,1
URXOMO,O-methoate (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,1
URXPTU,Propylenethio urea (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,3,1
LBXHCT,Hematocrit (%),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,13,1
LBDBANO,Basophils number (1000 cells/uL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBDEONO,Eosinophils number (1000 cells/uL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBDLYMNO,Lymphocyte number (1000 cells/uL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBDMONO,Monocyte number (1000 cells/uL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBDNENO,Segmented neutrophils num (1000 cell/uL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXBAPCT,Basophils percent (%),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXEOPCT,Eosinophils percent (%),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXHGB,Hemoglobin (g/dL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXLYPCT,Lymphocyte percent (%),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXMC,Mean cell hemoglobin concentration (g/dL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXMCHSI,Mean cell hemoglobin (pg),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXMCVSI,Mean cell volume (fL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXMOPCT,Monocyte percent (%),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXMPSI,Mean platelet volume (fL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXNEPCT,Segmented neutrophils percent (%),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
LBXPLTSI,Platelet count SI (1000 cells/uL),CBC_D,Complete Blood Count with 5-Part Differential - Whole Blood,10,1
