sig_levels,estimate,evarname,pvarname,evardesc,pvardesc
BY<0.05,-0.04717994625115715,URXUHG,LBXGH,"Mercury, urine (ng/mL)",Glycohemoglobin (%)
BY<0.05,-0.07426372290357533,URXGAM,LBXSAL,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),Albumin (g/dL)
BY<0.05,-0.04805423516291957,URXBPH,DXXOFA,Urinary Bisphenol A,Total femur area (cm^2)
BY<0.05,-0.03130961956557933,LBXBEC,URXUMA,trans-b-carotene(ug/dL),"Albumin, urine (ug/mL)"
BY<0.05,-0.025273491467473493,DR1TTHEO,BMXBMI,Theobromine (mg),Body Mass Index (kg/m**2)
BY<0.05,0.054614144910943255,LBXBGM,DXXHEA,"Mercury, methyl (ug/L)",Head Area (cm^2)
BY<0.05,0.09793095526047646,LBXHA,DXXHEFAT,Hepatitis A Antibody (Anti-HAV),Head Fat (grams)
BY<0.05,0.06472011079145427,DR2TSODI,BMXTRI,Sodium (mg) (adjusted for salt use in food preparation),Triceps Skinfold (mm)
BY<0.05,-0.008584087511891785,LBXVMC,DXXRABMC,Blood Methylene Chloride Result,Right Arm Bone Mineral Content (grams)
BY<0.05,0.03464323000839687,DR1TM181,BMXWT,MFA 18:1 (Octadecenoic) (gm),Weight (kg)
BY<0.05,-0.048054839738402334,LBXRST,LBXSCLSI,Retinyl stearate(ug/dL),Chloride (mmol/L)
BY<0.05,-0.08964629432275127,LBXD05,LBXSKSI,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) (fg/g)",Potassium (mmol/L)
BY<0.05,-0.03924426547417846,URXMAL,LBXHGB,Malathion diacid (ug/L),Hemoglobin (g/dL)
BY<0.05,-0.047122356213555226,DR2TACAR,DXXSATV,Alpha-carotene (mcg),Subcutaneous fat volume
BY<0.05,-0.0726603946694317,URXMHH,DXXPEBMC,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),Pelvis Bone Mineral Content (grams)
BY<0.05,-0.07632109777084535,URXAAM,DXDLATOT,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),Left Arm Total (grams)
BY<0.05,-0.07969730282428583,URXCYM,DXXTSBMC,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),Thoracic Spine Bone Mineral Content (grams)
BY<0.05,0.04281650789733857,LBXVIDMS,DXXRABMD,25-hydroxyvitamin D2 + D3,Right Arm Bone Mineral Density (grams/cm^2)
BY<0.05,-0.05443696941796705,URXUCO,DXXTRLI,"Cobalt, urine (ng/mL)",Trunk Lean incl Bone Mineral Content (grams)
BY<0.05,0.007082926441664028,LBXVTHF,DXXRAFAT,Blood Tetrahydrofuran (ng/mL),Right Arm Fat (grams)
BY<0.05,-0.06099054133077607,LBX2DF,DXXNKBMD,"Blood 2,5 Dimethylfuran result",Femoral neck bone mineral density (gm/cm^2)
BY<0.05,3.141493312011278,SMQ710,URXUCR,"During the past 5 days {including today}, on how many days did {you/he/she}","Creatinine, urine (mg/dL)"
BY<0.05,-0.17357220383486105,LBX196,LBXIN,PCB196 & 203 (ng/g),Insulin (uU/mL )
BY<0.05,-0.06961727183401024,URXIPM3,BMXHT,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),Standing Height (cm)
BY<0.05,-0.09379640766660369,URXP03,DXDSTLE,3-fluorene (ng/L),Subtotal Lean excl BMC (g)
BY<0.05,-0.054593653552866335,URXMOH,SPXNFVC,Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL),"Baseline 1st Test Spirometry, Forced Vital Capacity, in mL."
BY<0.05,-0.08431346251592696,LBXBCD,LBDP3,Cadmium (ug/L),Prostate specific antigen ratio (%)
BY<0.05,-0.09639993720388063,URXUCD,DXXAGRAT,"Cadmium, urine (ng/mL).",Android to gynoid ratio
BY<0.05,-0.056314169607493074,DR1TVB6,DXXVFATM,Vitamin B6 (mg),Visceral adipose tissue mass
BY<0.05,-0.09578899686394121,LBDB12SI,DXXVFATV,Vitamin B12 (pmol/L),Visceral adipose tissue volume
BY<0.05,0.03364713415966987,LBXVIDMS,LBXLYPCT,25-hydroxyvitamin D2 + D3,Lymphocyte percent (%)
BY<0.05,-0.029556670076390953,DR2TRET,MSYSTOLIC,Retinol (mcg),Systolic Mean
BY<0.05,0.11524404756934536,LBX146,LBXSCA,PCB146 (ng/g),Total calcium (mg/dL)
BY<0.05,-0.07256755733557198,URXUDMA,DXXLLBMC,Urinary Dimethylarsinic acid (ug/L),Left Leg Bone Mineral Content (grams)
BY<0.05,0.05016701436203702,DR1TP204,DXXTATM,PFA 20:4 (Eicosatetraenoic) (gm),Total abdominal fat mass
BY<0.05,0.0590020424397752,URXP06,LBDLYMNO,1-phenanthrene (ng/L),Lymphocyte number (1000 cells/uL)
BY<0.05,-0.027377935194185687,DR1TATOA,LBXSTR,Added alpha-tocopherol (Vitamin E) (mg),Triglycerides (mg/dL)
BY<0.05,-0.02834331512704414,DR1TTHEO,DXXLALI,Theobromine (mg),Left Arm Lean incl BMC (grams)
BY<0.05,-0.06398258818495008,URXUCO,DXXLLBMC,"Cobalt, urine (ng/mL)",Left Leg Bone Mineral Content (grams)
BY<0.05,0.0347724306915332,DR1TSELE,DXXTRBMC,Selenium (mcg),Trochanter bone mineral content (gm)
BY<0.05,0.03151339904005294,LBDB12SI,LBXLYPCT,Vitamin B12 (pmol/L),Lymphocyte percent (%)
BY<0.05,-0.12967173285624808,LBX172,BMXBMI,PCB172 (ng/g),Body Mass Index (kg/m**2)
BY<0.05,-0.04685816832080327,URXUDMA,DXXL2A,Urinary Dimethylarsinic acid (ug/L),L2 area
BY<0.05,0.05182188749660378,DR2TPROT,DXDLALE,Protein (gm),Left Arm Lean excl Body Mineral Content (grams)
BY<0.05,-0.05673332207127884,LBXCOT,DXXLLFAT,Cotinine (ng/mL),Left Leg Fat (grams)
BY<0.05,-0.03649909187609914,DR1TACAR,DXXANFM,Alpha-carotene (mcg),Android fat mass
BY<0.05,0.36652673535079017,LBXHXC,LBXTR,"3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) (fg/g)",Triglyceride (mg/dL)
BY<0.05,-0.04938877948556287,URXNO3,DXXTRA,Urinary nitrate (ng/mL),Trochanter area (cm^2)
BY<0.05,-0.05337098035338307,DR1TCARB,DXXTRLI,Carbohydrate (gm),Trunk Lean incl Bone Mineral Content (grams)
BY<0.05,0.0916161941247139,LBXHBS,DXDTOPF,Hepatitis B Surface Antibody (Anti-HBs),Total Percent Fat
BY<0.05,-0.0056257030756180415,LBXVTC,DXDTRPF,Blood Trichloroethene Result (ng/mL),Trunk Percent Fat
BY<0.05,-0.03884120628532671,DR1TCHOL,LBXSF6SI,Cholesterol (mg),Mefox oxidation product (nmol/L)
BY<0.05,-0.06882086582508085,URXUDMA,DXXL3BMC,Urinary Dimethylarsinic acid (ug/L),L3 Bone Mineral Composition
BY<0.05,-0.06221184596142142,URXMB2,DXDRATOT,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),Right Arm Total (grams)
BY<0.05,-0.09179233554246712,URX34M,DXXLLFAT,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),Left Leg Fat (grams)
BY<0.05,-0.06737211498428779,URXGAM,DXDTRA,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),Trunk Bone area (cm^2)
BY<0.05,-0.038338972809656716,URXETD,MSYSTOLIC,Enterodiol (ng/mL),Systolic Mean
BY<0.05,0.0400738155023899,DR2TSODI,DXDRALE,Sodium (mg) (adjusted for salt use in food preparation),Right Arm Lean excl Bone Mineral Content (grams)
BY<0.05,0.14058441545398762,DSQTFA,LBXSF1SI,Folic acid (mcg),5-Methyl-tetrahydrofolate (nmol/L)
BY<0.05,-0.037000967668295,LBXCOT,LBXSCK,Cotinine (ng/mL),Creatine Phosphokinase(CPK) (IU/L)
BY<0.05,-0.13069319025670523,URXUCD,DXXPEBMD,"Cadmium, urine (ng/mL).",Pelvis Bone Mineral Density (grams/cm^2)
BY<0.05,0.03370799960993186,DR2TALCO,LBXHGB,Alcohol (gm),Hemoglobin (g/dL)
BY<0.05,-0.04983152556049925,DR2TCRYP,BMXTHICR,Beta-cryptoxanthin (mcg),Thigh Circumference (cm)
BY<0.05,-0.08440933211660548,URXP25,BMXARML,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),Upper Arm Length (cm)
BY<0.05,-0.034121212530414904,DR1TS120,LBXMPSI,SFA 12:0 (Dodecanoic) (gm),Mean platelet volume (fL)
BY<0.05,0.051264944276503084,LBXVXY,LBXMC,Blood m-/p-Xylene Result (ng/mL),Mean cell hemoglobin concentration (g/dL)
BY<0.05,0.0444670427368673,DR1TP225,DXDRLLE,PFA 22:5 (Docosapentaenoic) (gm),Right Leg Lean excl Bone Mineral Content (grams)
BY<0.05,0.04277622571910219,DS1TFDFE,BMXARML,"Folate, DFE (mcg)",Upper Arm Length (cm)
BY<0.05,0.030276580831072094,DR1TFIBE,LBXSPH,Dietary fiber (gm),Phosphorus (mg/dL)
BY<0.05,-0.05771688598514359,DRXTVB2,BMXWAIST,Riboflavin (Vitamin B2) (mg),Waist Circumference (cm)
BY<0.05,-0.0252375522240438,DR2TCRYP,LBXHGB,Beta-cryptoxanthin (mcg),Hemoglobin (g/dL)
BY<0.05,-0.06448310073687583,URXMX2,LBXSIR,3-methylxanthine (umol/L),"Iron, refigerated (ug/dL)"
BY<0.05,-0.06905216457670228,URXP03,DXDRALE,3-fluorene (ng/L),Right Arm Lean excl Bone Mineral Content (grams)
BY<0.05,-0.08199334138368362,LBXVEB,DXDSTTOT,Blood Ethylbenzene Result (ng/mL),Subtotal (Total excl Head) (g)
BY<0.05,0.13801812193271834,LBX156,LBXFER,PCB156 (ng/g),Ferritin(ng/mL)
BY<0.05,-0.14399702291639715,LBXACR,DXDTRPF,Acrylamide (pmol/g Hb),Trunk Percent Fat
BY<0.05,-0.023169952799136365,DR2TATOA,LBXSUA,Added alpha-tocopherol (Vitamin E) (mg),Uric acid (mg/dL)
BY<0.05,0.13197914230799584,LBXPDE,LBXGH,ppDDE (ng/g),Glycohemoglobin (%)
BY<0.05,0.061158458232303745,SMQ_how_long_since_quit_years,LBXSTB,How long since quit,Total bilirubin (mg/dL)
BY<0.05,-0.04832279186396254,LBX2DF,LBXSC3SI,"Blood 2,5 Dimethylfuran result",Bicarbonate (mmol/L)
BY<0.05,-0.0595367054799606,URXGAM,BMXARML,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),Upper Arm Length (cm)
BY<0.05,-0.048912484893467466,LBXNM,DXXL4A,Blood Nitromethane (pg/mL),L4 area
BY<0.05,0.035189700681834975,URXP02,BMXWAIST,2-napthol(ng/L),Waist Circumference (cm)
BY<0.05,-0.04679929876453613,DR1TVB2,DXDLLPF,Riboflavin (Vitamin B2) (mg),Left Leg Percent Fat
BY<0.05,-0.008499315240966882,URXDPM,LBXSF2SI,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),Folic acid (nmol/L)
BY<0.05,-0.04557510021495933,LBXBSE,LBXSF6SI,Blood selenium(ug/L),Mefox oxidation product (nmol/L)
BY<0.05,-0.08690740018347479,LBXVEB,DXXTATM,Blood Ethylbenzene Result (ng/mL),Total abdominal fat mass
BY<0.05,0.047516432529133755,DR1TCHOL,DXXLAFAT,Cholesterol (mg),Left Arm Fat (grams)
BY<0.05,-0.03671202692132099,LBXPLP,LBXMPSI,Pyridoxal 5'-phosphate (nmol/L),Mean platelet volume (fL)
BY<0.05,0.042250251634617146,LBXBSE,DXDSTLI,Blood selenium(ug/L),Subtotal Lean incl BMC (g)
BY<0.05,0.06329235459103827,DR1TVK,LBXSF1SI,Vitamin K (mcg),5-Methyl-tetrahydrofolate (nmol/L)
BY<0.05,0.06997547025078199,URXMHH,LBDEONO,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),Eosinophils number (1000 cells/uL)
BY<0.05,-0.025584446028039116,DR2TCRYP,BPXPLS,Beta-cryptoxanthin (mcg),60 sec. pulse (30 sec. pulse * 2):
BY<0.05,0.056859776258502026,URXMOH,DXDRLPF,Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL),Right Leg Percent Fat
BY<0.05,0.0489023313198354,URXP07,URXUMA,2-phenanthrene (ng/L),"Albumin, urine (ug/mL)"
BY<0.05,0.12561114754230043,DRXTZINC,LBXSBU,Zinc (mg),Blood urea nitrogen (mg/dL)
BY<0.05,-0.02633499949863037,DR1TFIBE,LBXTC,Dietary fiber (gm),Total cholesterol (mg/dL)
BY<0.05,-0.10836641873943326,LBXBEC,DXXOSBMD,trans-b-carotene(ug/dL),Total spine BMD
BY<0.05,0.07781789451104233,URXNAL,RB_FaPhyloDivMean,"NNAL , urine (ng/mL)",RB_FaPhyloDivMean
BY<0.05,-0.07681689006309791,URX34M,DXXSATV,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),Subcutaneous fat volume
BY<0.05,0.5215460827076265,LBXHCR,DXXRRA,Hepatitis C RNA (HCV-RNA),Right Ribs Area (cm^2)
BY<0.05,-0.053166259891136367,LBXCOT,DXDTOFAT,Cotinine (ng/mL),Total Fat (g)
BY<0.05,0.11175532267088815,URXP07,RB_FaPhyloDivMean,2-phenanthrene (ng/L),RB_FaPhyloDivMean
BY<0.05,-0.04622230792256946,URXUTU,LBXSTP,"Tungsten, urine (ng/mL)",Total protein (g/dL)
BY<0.05,-0.061445942095394154,URXCPM,DXXINBMD,"3,5,6-trichloropyridinol (ug/L) result",Intertrochanter bone mineral density (gm/cm^2)
BY<0.05,0.04715438290882555,DR1TP204,DXDTRLE,PFA 20:4 (Eicosatetraenoic) (gm),Trunk Lean excl Bone Mineral Content (grams)
BY<0.05,0.04307367142939699,DR1TMOIS,LBXSIR,Moisture (gm),"Iron, refigerated (ug/dL)"
BY<0.05,-0.04633188317400983,DR1TB12A,DXXTATM,Added vitamin B12 (mcg),Total abdominal fat mass
BY<0.05,-0.07845339490892404,URXMX1,LBXSGB,1-methylxanthine (umol/L),Globulin (g/dL)
BY<0.05,-0.09237279219105218,LBXPFDE,DXXGYFM,Pefluorodecanoic acid,Gynoid fat mass
BY<0.05,-0.04842931487519597,URXMAD,DXXANLM,Mandelic acid(ng/mL),Android lean mass
BY<0.05,0.08919001452124121,LBDB12SI,LBXSATSI,Vitamin B12 (pmol/L),Alanine aminotransferase ALT (U/L)
BY<0.05,-0.09013867129493228,URX34M,DXDSTTOT,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),Subtotal (Total excl Head) (g)
BY<0.05,-0.027200909671054357,LBXCOT,LBXSAL,Cotinine (ng/mL),Albumin (g/dL)
BY<0.05,-0.10294386701614414,LBXACR,DXXTRBMD,Acrylamide (pmol/g Hb),Trochanter bone mineral density (gm/cm^2)
BY<0.05,0.16975134992727023,LBXF07,LBXSCH,"2,3,4,6,7,8-Hexchlorodibenzofuran (hxcdf) (fg/g)",Cholesterol (mg/dL)
BY<0.05,-0.06426506061144825,URX2MH,DXXTRLI,2-methylhippuric acid (ng/mL),Trunk Lean incl Bone Mineral Content (grams)
BY<0.05,-0.11636980204920602,URXUCD,DXXLLFAT,"Cadmium, urine (ng/mL).",Left Leg Fat (grams)
BY<0.05,-0.06141381304055597,URX34M,DXXLALI,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),Left Arm Lean incl BMC (grams)
BY<0.05,-0.12211909556212731,LBXBCO,DXDSTPF,Cobalt (ug/L),Subtotal Percent Fat
BY<0.05,-0.05156036166334946,DR2TATOA,DXXTATM,Added alpha-tocopherol (Vitamin E) (mg),Total abdominal fat mass
BY<0.05,0.04288060261016643,DR1TSODI,DXXINBMC,Sodium (mg) (adjusted for salt use in food preparation),Intertrochanter bone mineral content (gm)
BY<0.05,0.06156604922786939,URXMC1,LBXSKSI,Mono-(3-carboxypropyl) phthalate (ng/mL),Potassium (mmol/L)
BY<0.05,0.37456651072851876,LBDHBG,DXXLAFAT,Hepatitis B surface antigen,Left Arm Fat (grams)
BY<0.05,-0.06322530432092616,DR1TFF,LBXCRP,Food folate (mcg),C-reactive protein (mg/dL)
BY<0.05,-0.07890999250439347,URXHIBP,DXDHELE,Mono-2-hydroxy-iso-butyl phthalate (ng/mL),Head Lean excl Bone Mineral Content (grams)
BY<0.05,-0.04366327150951139,DR2TVC,DXXAGRAT,Vitamin C (mg),Android to gynoid ratio
BY<0.05,-0.14747811798314114,LBXNFOA,LBDRFO,n-perfluorooctanoic acid (n-PFOA) (ng/mL),RBC folate (ng/mL)
BY<0.05,-0.043506988265536,DR1TMAGN,MSYSTOLIC,Magnesium (mg),Systolic Mean
BY<0.05,0.042703367508501545,LBXVIC,LBXSBU,Vitamin C (mg/dL),Blood urea nitrogen (mg/dL)
BY<0.05,-0.057084410752374665,URXUMO,DXXTRBMC,"Molybdenum, urine (ng/mL)",Trochanter bone mineral content (gm)
BY<0.05,-0.07047835396795253,DR1TCOPP,DXXVFATV,Copper (mg),Visceral adipose tissue volume
BY<0.05,0.08547122847580807,LBXHPE,LBXSGB,Heptachlor Epoxide (ng/g),Globulin (g/dL)
BY<0.05,-0.0898805911480605,LBXVEB,DXDTRPF,Blood Ethylbenzene Result (ng/mL),Trunk Percent Fat
BY<0.05,0.15370507625909532,LBXPCB,LBXSGL,"3,3',4,4',5-Pentachlorobiphenyl (pncb) (fg/g)","Glucose, serum (mg/dL)"
BY<0.05,-0.06493663339647927,URXUDMA,DXDTRLE,Urinary Dimethylarsinic acid (ug/L),Trunk Lean excl Bone Mineral Content (grams)
BY<0.05,-0.07717329432227175,URXCYM,LBXSTP,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),Total protein (g/dL)
BY<0.05,-0.08760502117576119,URXUCS,DXXTSA,"Cesium, urine (ng/mL)",Thoracic Spine Area (cm^2)
BY<0.05,-0.2160620261697447,LBXNFOS,LBDRFO,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),RBC folate (ng/mL)
BY<0.05,-0.06486652892023975,DS1DSCNT,DXXVFATV,Number of dietary supplements reported,Visceral adipose tissue volume
BY<0.05,-0.06811109008231776,URXMX6,LBXSTP,"3,7-dimethylxanthine(theobromine)(umol/L)",Total protein (g/dL)
BY<0.05,-0.053823270169367346,DRXTVC,BMXWAIST,Vitamin C (mg),Waist Circumference (cm)
BY<0.05,0.008252245790863972,LBXVTHF,LBXRBCSI,Blood Tetrahydrofuran (ng/mL),Red blood cell count (million cells/uL)
BY<0.05,-0.07009407762746214,URXHEM,DXXGYFM,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Gynoid fat mass
BY<0.05,0.06677918899769908,LBXHBS,DXXTSA,Hepatitis B Surface Antibody (Anti-HBs),Thoracic Spine Area (cm^2)
BY<0.05,-0.04784301227986488,DR1TATOC,DXDRAPF,Vitamin E as alpha-tocopherol (mg),Right Arm Percent Fat
BY<0.05,-0.04810949170281006,DR1TVC,DXXANFM,Vitamin C (mg),Android fat mass
BY<0.05,0.040967624011051036,DR1TSELE,BMXSUB,Selenium (mcg),Subscapular Skinfold (mm)
BY<0.05,-0.07562448361585518,DR2TMAGN,DXXLAFAT,Magnesium (mg),Left Arm Fat (grams)
BY<0.05,-0.12480366672769652,LBXVEB,BMXCALF,Blood Ethylbenzene Result (ng/mL),Maximal Calf Circumference (cm)
BY<0.05,-0.06162847261414634,URXP04,DXDLALE,2-fluorene (ng/L),Left Arm Lean excl Body Mineral Content (grams)
BY<0.05,0.04607026307296756,DSQTVC,LBXSF4SI,Vitamin C (mg),Tetrahydrofolate (nmol/L)
BY<0.05,-0.05143520958888902,DR2TALCO,DXXSATV,Alcohol (gm),Subcutaneous fat volume
BY<0.05,0.0718541580123242,DR2TVB6,LBXFOL,Vitamin B6 (mg),"Folate, serum (ng/mL)"
BY<0.05,-0.05310835366839454,LBXVXY,DXDLLPF,Blood m-/p-Xylene Result (ng/mL),Left Leg Percent Fat
BY<0.05,0.05055240753858339,URXMU5,BMXARMC,"1,7-dimethyluric acid (umol/L)",Arm Circumference (cm)
BY<0.05,-0.04292373731010022,DRXTPFAT,BMXHT,Total polyunsaturated fatty acids (gm),Standing Height (cm)
BY<0.05,0.04126753590444526,URXEQU,LBXSGL,Equol (ng/mL),"Glucose, serum (mg/dL)"
Bonf.<0.05,0.04941998913728811,DR1TSELE,BMXWT,Selenium (mcg),Weight (kg)
Bonf.<0.05,-0.11997704263299154,LBXVD3MS,DXDRLPF,25-hydroxyvitamin D3(nmol/L),Right Leg Percent Fat
Bonf.<0.05,-0.13681886121383738,URXUCO,LBXMCVSI,"Cobalt, urine (ng/mL)",Mean cell volume (fL)
Bonf.<0.05,-0.04954164311240921,LBXLUZ,BMXHT,Combined Lutein/zeaxanthin(ug/dL),Standing Height (cm)
Bonf.<0.05,0.053207221822530355,DR1TSFAT,BMXWT,Total saturated fatty acids (gm),Weight (kg)
Bonf.<0.05,0.08569133362447022,DR1TMOIS,BMXBMI,Moisture (gm),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.08376538882117841,DR1TNUMF,DXXANFM,Total number of foods reported in the individual foods file,Android fat mass
Bonf.<0.05,-0.11994405993318975,LBXVE3MS,DXDHEPF,epi-25-hydroxyvitamin D3 (nmol/L),Head Percent Fat
Bonf.<0.05,0.12212397130171329,LBX2DF,LBXHGB,"Blood 2,5 Dimethylfuran result",Hemoglobin (g/dL)
Bonf.<0.05,-0.06815790059692661,DR1TMFAT,LBXSGTSI,Total monounsaturated fatty acids (gm),Gamma glutamyl transferase (U/L)
Bonf.<0.05,0.0727730219703086,LBXGTC,LBXSGTSI,g-tocopherol(ug/dL),Gamma glutamyl transferase (U/L)
Bonf.<0.05,0.054261786325339643,DR1TTFAT,BMXWT,Total fat (gm),Weight (kg)
Bonf.<0.05,-0.07096708945027373,URXUCO,DXXLABMC,"Cobalt, urine (ng/mL)",Left Arm Body Mineral Content (grams)
Bonf.<0.05,-0.09252195608894961,LBXVXY,DXXAPFAT,Blood m-/p-Xylene Result (ng/mL),Android percent fat
Bonf.<0.05,-0.10895304836038017,DR2TMAGN,DXXAPFAT,Magnesium (mg),Android percent fat
Bonf.<0.05,-0.06722301196774423,LBXVFN,LBXSUA,Blood Furan (ng/mL),Uric acid (mg/dL)
Bonf.<0.05,0.07555845534211571,DR2TNUMF,LBDFOT,Total number of foods reported in the individual foods file,Serum total folate (ng/mL)
Bonf.<0.05,-0.07207733167584328,LBXVD3MS,DXDSTLI,25-hydroxyvitamin D3(nmol/L),Subtotal Lean incl BMC (g)
Bonf.<0.05,-0.13292137574861337,LBXPFUA,DXXRLFAT,Perfluoroundecanoic acid,Right Leg Fat (grams)
Bonf.<0.05,-0.09588514031711604,URXMPB,BMXBMI,Methyl paraben (ng/ml),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.053452250553314574,LBXCBC,MDIASTOLIC,cis-b-carotene(ug/dL),Diastolic Mean
Bonf.<0.05,-0.12024305857534323,LBXALC,LBXSUA,a-carotene(ug/dL),Uric acid (mg/dL)
Bonf.<0.05,0.0855911477111482,URXCOP,LBXSBU,Mono(carboxyoctyl) phthalate(ng/mL),Blood urea nitrogen (mg/dL)
Bonf.<0.05,0.1571455752008494,LBXPFUA,LBDHDD,Perfluoroundecanoic acid,Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,0.10483059857785325,DR1TCALC,LBDRFO,Calcium (mg),RBC folate (ng/mL)
Bonf.<0.05,-0.03228607102680112,LBXVMC,DXXNKA,Blood Methylene Chloride Result,Femoral neck area (cm^2)
Bonf.<0.05,-0.036382817768395664,URXMNP,LBXRBCSI,Mono-isononyl phthalate (ng/mL),Red blood cell count (million cells/uL)
Bonf.<0.05,-0.15694875238891523,URXUPB,DXXRLLI,"Lead, urine (ng/mL)",Right Leg Lean incl Bone Mineral Content (grams)
Bonf.<0.05,0.08929917366782941,LBXBPB,LBXTC,Lead (ug/dL),Total cholesterol (mg/dL)
Bonf.<0.05,-0.09247447359665781,URXUPB,DXXOSA,"Lead, urine (ng/mL)",Total spine area
Bonf.<0.05,-0.05689367075668914,URXPTU,BMXTRI,Propylenethio urea (ug/L),Triceps Skinfold (mm)
Bonf.<0.05,0.07770410788678701,DR1TTFAT,LBXSOSSI,Total fat (gm),Osmolality (mmol/Kg)
Bonf.<0.05,0.14378458065773106,DS1DSCNT,LBXSF4SI,Number of dietary supplements reported,Tetrahydrofolate (nmol/L)
Bonf.<0.05,0.09876061326817576,DR2TMOIS,DXXLLLI,Moisture (gm),Left Leg Lean incl Bone Mineral Content (grams)
Bonf.<0.05,-0.09818198323984541,LBX2DF,DXXAPFAT,"Blood 2,5 Dimethylfuran result",Android percent fat
Bonf.<0.05,-0.05109847670500778,LBXVD3MS,BMXARML,25-hydroxyvitamin D3(nmol/L),Upper Arm Length (cm)
Bonf.<0.05,-0.13196364673143351,URXP17,ENXMEAN,9-fluorene (ng/L),"Mean of two reproducible FENO measurements, in parts per billion"
Bonf.<0.05,-0.07813797122630364,DR2TNUMF,DXXGYTOM,Total number of foods reported in the individual foods file,Gynoid total mass
Bonf.<0.05,-0.07487183996400518,URXUPB,DXDRALE,"Lead, urine (ng/mL)",Right Arm Lean excl Bone Mineral Content (grams)
Bonf.<0.05,-0.15713438562365914,URXUCD,DXXOFBMD,"Cadmium, urine (ng/mL).",Total femur bone mineral density (gm/cm^2)
Bonf.<0.05,-0.15297934045763176,URXUMMA,DXDSTFAT,Urinary Monomethylarsonic acid (ug/L),Subtotal Fat (g)
Bonf.<0.05,0.12176078043975896,DR2TVB2,LBXFOL,Riboflavin (Vitamin B2) (mg),"Folate, serum (ng/mL)"
Bonf.<0.05,0.11525610589537501,LBXVTO,LBDNENO,Blood Toluene Result (ng/mL),Segmented neutrophils num (1000 cell/uL)
Bonf.<0.05,0.31341468902920594,LBXBCO,LBXRDW,Cobalt (ug/L),Red cell distribution width (%)
Bonf.<0.05,-0.05576331457371301,URXMBP,LBXRBCSI,Mono-n-butyl phthalate (ng/mL),Red blood cell count (million cells/uL)
Bonf.<0.05,0.12429997186493827,URXUP8,LBXSBU,Urinary Perchlorate,Blood urea nitrogen (mg/dL)
Bonf.<0.05,-0.13565959325284854,LBXVE3MS,BMXWAIST,epi-25-hydroxyvitamin D3 (nmol/L),Waist Circumference (cm)
Bonf.<0.05,0.04931412241264139,DS1DSCNT,LBXSAL,Number of dietary supplements reported,Albumin (g/dL)
Bonf.<0.05,0.17027889892999282,LBXHA,DXXRAFAT,Hepatitis A Antibody (Anti-HAV),Right Arm Fat (grams)
Bonf.<0.05,-0.13171724381400715,URXP03,DXDLATOT,3-fluorene (ng/L),Left Arm Total (grams)
Bonf.<0.05,-0.060528722646602334,DR1TVC,DXDTRPF,Vitamin C (mg),Trunk Percent Fat
Bonf.<0.05,-0.08072523940387101,URXPHE,DXDRLLE,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Right Leg Lean excl Bone Mineral Content (grams)
Bonf.<0.05,-0.05805367650257747,LBXVE3MS,BPXPLS,epi-25-hydroxyvitamin D3 (nmol/L),60 sec. pulse (30 sec. pulse * 2):
Bonf.<0.05,-0.07653671266314596,DR1TVB2,DXXAPFAT,Riboflavin (Vitamin B2) (mg),Android percent fat
Bonf.<0.05,-0.14837815673349775,LBXVIDMS,BMXTRI,25-hydroxyvitamin D2 + D3,Triceps Skinfold (mm)
Bonf.<0.05,0.04057796647640604,DR1TLZ,LBXSBU,Lutein + zeaxanthin (mcg),Blood urea nitrogen (mg/dL)
Bonf.<0.05,0.1054467972019935,LBXBCD,DXAFMRD0,Cadmium (ug/L),Calculated DO for femur
